predicted,actual
13.360780962984261,15.1
26.034279163636537,27.8
17.778519327105787,17.72
20.6961896113803,20.505
4.421943062440099,4.05
12.332547301292001,10.695
18.113648170548213,18.744999
6.9188567831382155,7.64
23.687511242751558,25.225
22.914669354637233,22.86
16.06350949677943,16.19
22.668165035391983,21.1
20.53904739546363,21.08
12.857701069640443,13.97
12.41188927077947,12.66
19.331682577280663,19.195
18.262569315686942,18.7
20.29195251985809,18.43
11.009769549175903,10.44
16.865901729744497,16.89
20.50668656528022,20.724998
28.562315183979656,29.4
5.674108821183067,5.51
14.933618903114153,14.82
14.308572662724595,13.755
7.381141691061784,6.8
14.645210831879973,14.92
24.906518601572387,25.34
11.25839670035554,11.4
27.26145557055709,27.54
11.563549487932367,12.16
23.818587832632236,23.63
20.448416955390847,20.869999
7.746218081615679e-05,0.0
19.48038552292466,17.92
13.740077876077637,13.45
13.762027683441847,13.91
13.19467488614789,13.83
22.755090117360606,22.11
6.180783009444852,6.4
5.621558854792537,5.85
9.400669614556675,9.5
20.07988176136834,20.47
20.909594451808385,21.25
20.002359202783527,19.54
14.427830226759696,12.73
22.547433312820488,24.06
16.12099452784619,16.95
6.964580988554011,6.92
22.893543063533283,22.26
16.680121619675905,17.18
14.130967439650671,13.764999
5.415896092496847,5.4
5.61937307099071,5.685
18.41603065686259,18.265
9.674683342628457,9.23
27.948378285379025,26.91
11.516056155031556,11.085
22.103708726332055,22.14
6.285916716252174,6.38
16.37258080086856,15.54
12.46575107063887,10.61
6.187013863678196,6.3900003
13.107759884997913,12.58
18.313191656227534,18.97
18.943429996218388,19.43
32.603837084525594,31.904999
7.746218081615679e-05,0.0
5.4819319000639695,5.4049997
0.00392904831855301,0.0
7.23614992008317,7.45
5.193538174591673,6.6549997
16.548160582230498,16.19
18.624063425624612,18.695
18.702852873249277,21.34
18.731075155231704,18.91
10.360635874502911,10.77
14.642736180797959,15.97
5.540875991337271,5.91
17.806360890064173,18.265
5.777294727023049,5.71
20.847697320758385,18.235
7.6903242545729675,7.84
11.508361228051186,12.43
11.876702718995244,11.12
15.55206001435651,15.74
6.229809110366231,6.38
20.240442748813848,21.06
20.352144011944528,19.04
18.108097245843894,17.79
14.162007863629023,14.67
12.254942820721029,9.45
15.332833852644892,15.45
7.490201274051082,7.32
10.678093970012357,10.665
0.003157487249390218,0.0
22.388459949741126,22.380001
22.851752722797606,23.48
21.799150993751002,24.03
21.929906237481646,19.855
7.170485214241369,6.8
19.72771063504296,20.8
30.928039336117962,30.66
9.32210034152941,9.49
28.403407149862687,28.4
21.664070852880673,21.1
0.00124914426973965,0.0
10.072112321089596,9.83
12.02622634595736,12.85
13.619758704617928,15.309999
25.244211514927382,24.99
2.872310318302202,2.37
14.338114744205777,16.28
12.490670087135681,12.05
5.4866291789599195,4.99
22.516756608025425,22.88
13.539667919409132,13.32
10.139193514239478,10.17
26.71712059714376,25.78
12.958724792202114,11.74
15.295408946747456,17.58
26.96913541862246,28.075
19.987265146518602,19.48
5.194546063269299,4.625
20.826433416084953,22.105
24.201302626244402,26.66
18.644848337251755,18.56
17.66175003427887,17.33
19.115569891178996,18.42
25.681338678124845,20.2
18.709965567498497,19.9
21.160385385461623,20.94
4.9261567304646245,5.08
13.141501795516335,11.66
5.687350692610305,5.85
22.139910847130043,18.985
6.826809695149082,7.2
11.906647476833118,12.645
16.452550541788213,17.725
10.578401712495138,14.174999
22.205788847754924,22.28
5.985524982781004,6.03
17.88881175527335,17.17
10.573891756955945,10.145
16.96035391942869,17.21
20.00889400555082,18.72
10.540441670364405,10.93
5.450611103478393,5.65
16.776453932754247,17.27
22.613824871318712,24.44
-0.0024685125325854163,0.0
19.519935279151937,19.5
21.027862333266626,19.0
21.059286602187182,20.39
15.76589883374391,14.96
11.670864736057124,11.77
18.26958957365127,19.98
5.46445374693626,5.62
6.874347580716258,6.0550003
6.7680627347827595,6.76
8.898531599752989,7.69
12.40481428486277,12.76
24.91835684637224,27.84
20.04397093885189,19.84
10.904605793149118,11.34
13.988723088710227,14.13
7.241959592871214,7.075
13.86559031060875,15.29
18.526030811888027,18.8
14.624782700569776,14.48
6.538450367073322,7.08
19.067988001735813,19.05
15.18694074544359,16.02
-6.723340876847944e-05,0.0
8.544679732669113,8.18
14.62117730669625,13.74
5.7048810054767385,6.23
32.65442592844232,32.01
18.674107403035936,18.93
5.655017554416486,5.62
7.176103470495318,7.65
14.474371809068352,15.59
40.14169753368611,41.95
6.209690381461128,6.93
6.900546683613437,6.69
18.126426875537454,17.064999
6.405119836406054,4.77
12.46037403697795,12.19
21.822224646713856,18.654999
18.047943214271836,18.44
15.168422770709789,15.505
23.428585821442567,22.47
10.127499642041172,9.88
34.63017630946615,34.300003
20.529877030792427,20.779999
9.352260383324529,9.805
4.4654174998804415,4.47
16.866288964927264,18.6
8.684814784265612,9.13
6.750175906205172,7.0
19.285262000863558,20.19
3.298663443177982,3.06
19.046519561950078,20.07
12.237321565704026,13.09
4.796590887028544,4.59
0.00478317491533369,0.0
19.185021202610766,19.68
24.12528189966369,22.650002
7.34558237295087,6.73
28.23445636638074,28.73
7.083445198609683,6.85
32.41292620084795,32.07
13.889162628243737,11.295
12.084115141339831,10.83
21.251080784400756,22.82
21.388174195196317,20.509998
15.325200718605657,15.81
23.375278578994074,23.57
16.568242633224173,16.779999
15.117941074215446,13.83
15.20496880791934,14.855
9.794748507355433,9.87
20.22959702308153,25.11
11.470076541691865,11.59
8.899997056066747,8.675
14.808563187272712,15.62
17.710481833143405,17.7
7.050128946919408,6.9
22.151679595549755,22.52
11.741948670589403,12.6
5.487756789793687,5.21
11.288795687695169,11.805
11.87197620944506,12.549999
16.818015920018254,16.055
13.811566252916009,9.45
15.661406269686715,16.58
8.604971151856075,8.62
17.126066494171052,16.65
34.645573704970644,31.62
19.465487735191658,19.93
22.641642102741425,24.0
34.891208343455986,36.1
35.45655991798016,35.995003
16.396991168871494,16.6
8.692871379131777,8.445
23.404172220112866,22.14
12.60591776764574,13.674999
21.04735285791094,21.51
10.848458018991309,10.375
22.125356419535276,22.31
0.0047831749153354666,0.0
9.011542795397666,8.93
5.709623372887342,5.87
18.64907174364905,18.035
20.4027019574206,21.3
22.438570723395667,22.19
6.580216659473401,6.73
16.713818855356884,19.27
15.703365417087282,15.684999
-0.005023916536641913,0.0
21.6846911009588,23.23
5.530078823243293,5.34
14.252825663535408,14.63
7.593338812400092,7.69
20.835340180832347,19.22
5.509020913243292,5.31
16.754019777028027,16.885
10.61524522189422,13.08
11.808610726639612,9.325
9.963032850812446,10.205
21.155226144508195,21.21
-6.676575082944429e-05,0.0
21.37035617452072,21.6
15.992484724267328,15.66
15.442764604018612,15.28
20.856330749262916,20.53
18.373483652198367,17.16
18.65491865799256,18.724998
18.71800831034575,18.01
10.099398803471322,10.53
17.338888891231154,17.52
28.76728191681963,29.11
4.264575531142757,4.99
0.005255331585551649,0.0
26.56433671345277,27.98
23.323387004320754,25.32
28.024217381804224,26.83
6.121231936905579,6.05
23.69158585281407,23.58
18.30353944392351,18.4
12.10241626678037,11.865
6.334867166074314,4.44
13.535803107011569,14.78
6.120523563891929,6.35
11.507733757016673,11.97
15.088137827418599,15.15
19.66801778737199,19.16
7.657673969545401,7.42
12.092026051099197,10.965
7.0905344533013555,6.825
22.949945962387034,20.78
22.388055288568243,22.28
25.13100787343109,25.76
14.597828093511792,13.58
25.04395673553769,24.71
6.173786358199761,6.54
21.872627532934793,22.7
11.047378108184141,10.889999
22.542483536346037,22.869999
4.219555086407281,5.78
26.726301514277512,26.19
18.808241552310363,19.935
17.445436892020755,17.310001
28.631617064268948,28.17
23.552516071547934,24.04
0.002792722128757941,0.0
31.233530255642503,32.47
15.072150494472062,15.12
12.01458546578761,13.335
5.340223214434847,5.54
21.15205525808802,23.98
22.10220284360025,22.94
-6.723340876970069e-05,0.0
12.435616252579232,11.965
18.231975082480552,20.6
7.746218081859928e-05,0.0
14.751961604867681,17.45
14.014367163251787,13.71
16.732952733826735,14.89
13.923160639859166,15.34
18.226677269668738,17.56
10.065426110446397,11.885
21.669928849605956,20.355
12.579591456678392,13.52
15.37858764678943,14.27
16.339348946634367,15.9
20.69390441101675,21.5
25.21170211416223,26.99
6.797365675639818,6.69
25.8624246453275,25.439999
28.419483952978716,25.705
10.04996679169524,10.835
8.398844918202368,8.87
22.50761220479769,21.92
6.099292763669965,6.16
4.147721031210368,4.17
24.652919881762845,23.97
6.569006215729879,6.15
29.458147037296488,29.69
12.679802489309608,13.64
18.25976782663004,18.16
16.80751580698958,15.78
10.657501667957193,9.755
20.98499519960834,20.285
5.787172582205764,6.07
23.789520112329026,23.89
20.542158465626446,19.095001
18.60325881025608,18.64
8.766929677635412,9.01
25.004302080881146,28.4
12.515683580543833,12.37
5.589819988562097,5.55
18.269292034664062,18.42
15.554732417298547,15.02
11.72454974479662,12.11
21.004282017025663,20.78
15.430738939005437,15.23
9.89402861205232,9.7
8.580384343595972,8.05
24.72175730070117,24.94
13.782551963083215,14.4
22.744477028393224,24.59
6.898003436298158,7.09
11.513591484709602,11.95
14.166927900970766,15.325
19.55222525562035,19.815
5.633121884298042,5.63
31.87977664534635,33.04
17.368843162920587,16.93
7.119709739828213,7.36
25.356910480496136,25.46
0.003926499629468552,0.0
24.19329134075443,24.55
24.435693816721724,21.89
21.75666503889145,20.48
18.810065268657215,18.615
4.2208688627930435,4.1499996
7.091821114746902,7.17
18.758757390468258,18.58
-0.007014369323217631,0.0
28.37266922307393,28.4
19.14914959900463,18.85
6.149865741516906,7.16
28.249895900296647,27.89
20.18700048772249,19.91
13.528505168521772,14.21
12.25842335743298,9.215
10.023045887739483,6.7
28.392941040579444,27.12
5.8951352599917435,5.8
16.356928399839433,17.295
17.18908968915397,17.02
10.937464477058736,11.295
15.917385051979346,14.76
5.596824630560175,5.01
14.601322561823126,15.3
23.661587269000762,23.395
5.242356240563019,5.35
29.150565561112526,28.814999
15.07533254334855,14.84
19.170209554936037,18.33
23.482537729544816,23.01
22.414509481549867,21.935
21.452430734960306,21.220001
14.320834214272256,12.68
10.883315037230474,11.58
8.932234265679408,8.78
15.617890701774867,15.84
6.872123878493161,5.93
7.16368381000534,6.83
5.727611355018736,4.43
5.2856332300638895,4.95
24.51518932884708,24.205
18.135535031029747,17.03
27.827075231528145,23.96
12.4861247061513,11.1
4.194462189258499,4.42
14.82310186851724,14.95
0.0047193041553684305,0.0
2.485319739444309,2.2
4.190490265056527,3.93
2.800791204447105,2.35
10.848201007486068,12.0
5.824498666432116,4.95
12.887008021406224,12.17
15.711383792765144,14.79
38.49836033937023,38.545
9.546317466742721,10.31
26.4536967049585,25.31
5.507870610970279,5.955
15.254223932102537,14.82
5.210767909927709,5.0950003
5.27260380096436,4.96
35.5751257362808,36.02
5.610687847404203,4.77
22.42019372357847,21.82
15.217032509417548,15.75
13.51070911923968,12.76
15.271092529958684,16.0
21.459026395123033,20.45
7.217995633766904,6.3100004
0.0021099909265653157,0.0
13.417200621268952,13.73
24.95715448616183,24.31
12.712550230113477,12.59
22.175462690789136,22.14
0.002976503712678523,0.0
0.003550788788692921,0.0
27.630866139908054,27.74
-6.676575082944429e-05,0.0
18.634389568342705,18.195
6.393554098702602,6.25
17.25146281013919,16.29
18.63512970744626,18.720001
0.003929048318554786,0.0
14.042930097176363,13.29
22.81002680592287,21.6
5.3227976054429025,6.44
18.798512226608672,19.015
18.318246222697777,18.89
6.669625506377172,7.175
20.86363680748956,21.86
16.940699797765873,17.44
16.91014722602553,17.029999
16.532772604536568,16.87
0.00788773424591985,0.0
18.330935240762003,18.36
15.213251022526343,15.96
10.553740754914518,10.45
11.414435034078162,11.77
22.82979167157491,18.86
13.96047825626591,13.525
26.563656390737115,26.02
23.092880444448195,23.2
17.737332044754776,16.195
0.002109990926567425,0.0
9.911281057469417,9.69
23.352928195210197,23.895
8.872866075858095,8.82
20.60664535116941,20.33
18.855680730870564,19.22
0.003929048318554786,0.0
27.835424015431055,27.59
11.396579958850658,11.674999
19.39293818016031,20.12
20.922225793669732,20.83
23.33728226486465,24.13
19.635636607718684,20.25
14.553237737433232,14.23
6.909532230506726,6.865
14.358921486282023,14.65
24.81467400795477,24.04
0.008257437600842576,0.0
23.21425793149271,22.154999
-6.723340876759127e-05,0.0
0.003929048318554786,0.0
6.763305051255166,6.69
11.171555346586956,11.72
4.954243892582346,5.13
7.841834162943741,6.5200005
25.024598649199337,26.08
22.279528763517213,23.02
17.286973431616556,18.09
5.964021993935464,5.88
18.78023382677206,18.45
31.530100361258278,32.41
15.154449303169915,14.63
15.672079816539997,15.06
5.471847940005937,5.01
7.110684786962376,6.99
11.505721121201939,11.925
0.002792722128757608,0.0
6.753416688014479,6.6349998
23.708641591336658,24.67
24.757640369724964,24.42
6.373007363021248,6.14
17.949591798288296,17.64
6.979442960793485,6.5950003
14.122850318732814,13.365
17.10040023137199,17.725
13.350918741638349,14.6
5.798888743714587,5.98
17.85383088600288,19.1
12.12572324543693,11.934999
16.31258883075991,15.93
0.00576942562230125,0.0
17.764935169238043,17.68
17.23375031950882,16.68
16.591189880632456,16.89
7.02235689457765,6.5
19.669670853231388,19.25
11.33024848341515,10.99
14.143370101916272,13.64
4.35637204145467,6.22
11.520618718781815,12.719999
25.391842442773438,25.39
-0.005023916536641913,0.0
4.321245997723301,4.22
25.175515017748022,24.805
7.673078570199666,8.08
5.476616534283143,5.615
0.0075884285761556244,0.0
18.257012618703694,17.635
19.701107834623578,20.29
18.87866384145837,19.06
23.785225866273677,23.1
0.0047831749153358,0.0
7.640577833403127,7.4
22.844818404807302,24.27
18.143171231039197,19.65
30.459800807973668,29.925
21.923259110790976,20.535
22.771256433290677,23.255001
14.991020310773376,15.66
12.14952517387427,12.78
8.134963476964746,8.68
13.851998305255243,16.07
10.846457297443928,10.9
0.0035271906043142743,0.0
11.404508281439398,12.18
6.712053180958668,6.87
22.470184708811107,22.365
15.664780702190798,16.45
23.172919351553897,22.46
11.199409457857708,11.235
16.391959324921366,16.720001
20.520799351063943,20.94
8.60902399215578,9.72
10.53078867231452,11.22
28.743421497344706,28.07
16.917189265049853,15.86
26.392413871417684,27.25
7.586572664342086,7.47
20.316387197981463,20.619999
16.087291369230847,15.775
6.826131174632364,6.11
12.024332751084716,13.545
17.223509300050367,17.425
23.31031262260786,24.195
