predicted,actual
5.983728930694257,5.565
20.211979300319896,20.34
0.010434661936179979,0.0
21.602743506887496,21.9
12.881239100679558,12.21
19.924531166671134,24.46
0.029917590464458178,0.0
15.987122541203671,15.29
22.404613124335047,21.07
17.3624868108322,16.625
27.82034950477443,30.595
0.002792722128757608,0.0
16.526806797415627,16.705
19.09184417125174,20.11
14.814183428922561,16.54
9.673367885084156,8.280001
15.656515699557831,16.06
8.589579913117273,8.22
19.620055580329094,17.96
8.371691181626577,8.33
27.723362204989677,27.7
16.991988702399016,15.46
10.774467241763316,10.85
5.723380838675775,5.76
14.963205127172122,14.264999
14.100798463956124,15.09
18.482445864608195,15.36
13.71918876126143,13.924999
17.45455228218712,18.8
22.5977302730595,22.145
13.14053996205887,14.505
40.17929016455291,40.06
18.02449342240557,18.23
14.296800870757112,15.22
18.499393179705038,17.92
9.87784730849355,10.4
19.772038162955184,18.53
12.320878912251523,13.73
26.984990045023263,27.64
17.971428209094615,18.54
22.83025997005495,20.31
8.947760417926235,8.645
5.2298490014156895,4.36
9.498303588145875,8.02
6.321738754462921,6.36
18.01422877300026,17.79
12.817647329045299,13.99
26.14032405687352,26.55
15.337178497435202,14.5
3.905988148409078,4.46
18.881599595093267,19.015
24.13326176454461,24.615
27.313152118734283,27.145
21.62539264353808,20.87
34.947477263824844,35.375
12.7094537241083,13.09
5.998724748523433,5.815
7.8180537772130725,9.07
10.614705565622604,8.79
26.010413723036038,28.405
7.023463412409821,6.12
12.383048145619805,13.165
16.419193573624444,17.55
5.56173971759916,5.49
10.947155619976199,11.245
24.721263226606187,24.71
33.28674496026612,33.89
12.145600072561422,11.255
19.769904814915524,18.939999
15.385611242955736,16.475
0.0045775386176505825,0.0
17.89972046650319,18.305
12.072823756307722,11.525
12.845631482955174,12.95
26.315410449708654,26.59
9.352481470116558,9.45
5.253821212369776,4.99
16.21239387570663,16.195
5.65675094601769,5.635
16.363913577093864,16.23
11.797565926523253,13.12
6.643433569197771,6.87
0.002479694281490371,0.0
27.702409720906157,27.65
16.638512679892415,18.95
9.402647971827442,9.02
33.32345304976659,34.31
12.842236975187257,13.445
8.439465842113968,8.33
34.99212543647784,33.04
0.00392904831855301,0.0
4.390901102688921,4.08
27.195425335724664,27.43
11.970624594138254,11.365
15.652762266506777,16.195
12.290694033670261,12.65
12.439551370263173,12.57
14.239797064244506,13.139999
22.348472946283767,21.93
27.749361548044988,27.92
19.441172310314748,18.605
24.20596561074382,25.06
6.47249895449082,6.965
4.244201138027515,4.15
9.831523200963966,10.405001
23.34334815050464,23.79
5.60611162291268,5.01
9.598844685548377,9.59
6.2141345114828,6.77
22.690915438227144,22.48
20.475998239075572,22.76
18.010127128756576,16.869999
8.71257010748522,6.885
6.965819867845756,6.12
11.022135415639905,10.71
5.158289856096589,7.2
16.465874282279696,16.475
7.725909840878737,7.33
5.179611435433077,4.81
36.1205379284821,39.67
3.4771892092424532,3.57
17.47656693814342,19.025
10.5909443947838,8.465
21.286711411716606,21.92
4.54969386612935,4.88
5.615255341105431,5.4849997
13.41830765041428,12.25
20.524360720634125,19.615
19.746306991071222,19.95
16.314412525370248,16.01
20.113258583052744,19.61
21.796291744535836,25.3
17.361219021788052,18.09
6.940273247162422,7.24
13.039029942569353,12.940001
0.003929048318555119,0.0
18.979405462966575,18.85
11.78497962959308,11.5
11.782481601526491,11.31
17.820376464278443,17.95
16.920971916699127,18.75
20.89403547412985,22.51
16.233924718279102,16.08
16.585903641424977,18.12
18.285042171537153,18.349998
21.59724634446751,21.05
14.33053385702637,16.06
22.27519953088306,23.2
5.497679755120968,5.2
8.32603112271616,7.54
15.329914147879686,15.19
12.76392304980149,14.47
24.487466597843603,24.095001
6.728007783691895,6.05
6.349260347475313,6.49
10.84471851384607,10.77
19.625824151735596,19.6
-0.0016143859357836965,0.0
13.198874392996872,16.86
17.773888368573274,17.04
6.171678562272743,6.91
18.639336955370613,19.51
22.9606052063782,21.88
34.12108200410758,33.65
21.836492831279433,19.52
11.022002000216833,10.65
20.32594326144139,20.34
20.980912400639173,21.6
21.900169738809513,20.38
0.0047831749153354666,0.0
6.386415143853782,7.19
10.01929982078804,9.01
11.79106120849295,10.65
14.732814490633412,13.51
14.281951867142075,14.47
0.003550788788692921,0.0
10.265668680678765,10.625
17.569772419059824,17.82
21.85885293531593,22.835
10.690905034913655,10.455
5.387802983802034,5.46
12.229320004029766,11.13
14.778646261463777,14.33
17.42675248452287,17.720001
11.517137853268016,11.52
9.537903403042893,10.285
24.712215447380036,22.57
20.679945224904404,21.34
22.4724955916804,22.814999
8.777431305958594,9.690001
26.914888489630584,27.96
11.165978123540247,13.58
14.42345007811025,14.86
19.81354932341533,18.869999
5.588037750608838,6.6
24.767127019428298,23.62
25.389896361005427,26.25
10.465660750376726,9.684999
13.507005111159238,13.48
0.005618251060550491,0.0
5.164474794264669,5.74
20.2198754941222,17.95
11.838652565332772,11.28
12.24775609236219,10.79
18.522665542845132,17.869999
6.267511698111092,5.94
18.138184971391173,18.47
19.604428486421785,19.03
16.61338530487105,16.99
0.0035271906043141633,0.0
21.75595282540389,22.5
14.989004456817074,15.41
19.110793479763885,18.75
17.31788568628615,17.724998
8.74068639312515,8.610001
13.063383894646531,12.5
10.113361692201273,10.559999
9.6821373887661,8.45
7.283561097150753,7.09
12.341826042596345,11.71
6.957854925625431,6.27
6.7124819300647935,6.19
6.921186446924571,6.505
0.0035271906043141633,0.0
-6.676575082944429e-05,0.0
0.003929048318555119,0.0
11.5923602182097,13.24
15.081614610222879,15.89
5.3698544664685866,5.53
24.912982773446135,25.43
9.70231281778512,9.74
14.130758528618712,10.91
14.53658688570551,14.405001
18.77302221787911,19.68
11.881000235931834,11.08
0.010434661936179979,0.0
4.984201985950199,6.61
0.002792722128757608,0.0
29.007097681751173,29.695
23.359100848707293,22.955
20.949487593999194,22.45
18.006016632323952,17.71
18.01270006605647,17.94
15.59278533919041,14.530001
18.56578348706586,17.86
12.030688911102962,11.695
5.200897480861508,4.65
0.010135356266434348,0.0
14.088688452202343,14.07
4.319046933664499,4.38
24.424327295274125,23.915
19.534185774504756,19.96
18.407511675468164,18.68
13.9226507574314,13.5
18.42704935064467,20.89
14.001651399962437,15.1
14.084731067638089,13.645
35.98335150313144,32.545002
11.358301759878838,11.5
20.95492503915269,21.51
15.303494136066417,15.09
0.004003509114751372,0.0
28.21223014803329,28.27
6.193636934850676,6.0950003
6.250065705891134,6.3900003
12.93673501449823,13.91
7.351764424609874,6.0
0.004783174915334023,0.0
21.934782556504793,20.46
16.662679443910964,16.6
17.56932399191196,16.73
19.062310400569068,19.73
14.520813993668234,14.02
18.35108218606256,15.21
23.594323251903642,24.244999
6.08559852819943,5.9700003
34.214611371561716,34.48
12.110682531096796,13.4
16.865323439051707,17.71
22.5463918375574,26.23
0.0007873608459525685,0.0
21.371010271432983,21.58
25.657868904273336,26.17
4.713550208158953,4.75
10.842544415484785,9.530001
17.01868396566201,17.060001
13.866873594501502,14.2
6.939521467745612,6.57
21.064787370006822,19.16
34.384405511110494,38.575
24.83739606442851,25.0
11.407537629389989,9.83
17.979719621911475,18.71
27.397393512164157,26.77
24.96609216939049,25.72
4.841251388098038,4.5550003
33.9707660258464,35.905
22.447430941954334,22.765
14.677901612727043,15.434999
18.62356961176647,20.75
0.002792722128757608,0.0
5.724195866640276,6.0
34.28710291158979,30.48
11.406633395622586,11.59
18.037621360444035,17.6
14.716966794578623,15.07
-0.0016143859357836965,0.0
10.088102385455164,10.67
15.911601774476852,16.9
15.954428057702879,14.57
23.916128868376035,23.15
10.553463096207734,10.84
24.969344468347295,25.06
9.842556609164212,9.6
34.3982749977336,34.82
6.448229696724379,6.95
22.710834118398537,23.32
11.435257271978498,11.59
23.746647178800426,24.68
9.26503630474297,8.85
15.571920310888482,15.870001
5.5840282669704,5.56
6.173687652820593,6.16
16.66991126483785,17.675
13.759385196905109,14.085
21.154845466722936,21.38
6.002367478707597,4.99
14.58428783783137,14.34
18.5726061017349,19.98
6.04028133470559,6.49
25.9922469596044,27.7
14.443908598557142,14.85
22.533251299840348,23.82
22.795769963061975,20.46
16.78307822014685,15.6
10.165695912306637,9.945
18.800104950655232,20.1
14.489038692171194,14.525
20.02009373011502,19.33
8.960341281746144,9.29
12.636960271618376,12.51
13.861069077522261,14.12
26.924468596540486,27.0
7.714909479769235,8.44
17.359010976020613,17.69
7.763492009690269,8.025
13.12551378878009,13.24
5.100990784460575,4.96
14.664999908791385,14.85
24.130524571702676,24.29
14.043764163122784,13.68
35.30672769877754,35.91
4.98167876493732,5.3
23.78839021842623,24.84
7.050212883476503,5.415
26.868953480886585,28.0
5.393845273232294,3.94
6.0675291018726085,5.89
27.231609065808232,27.79
6.567693598990615,6.965
19.822075395489836,19.35
9.56133539220334,9.93
22.39064129483328,24.06
28.395656732032165,27.69
10.395947121755677,10.905
0.003926499629468552,0.0
22.707870452066725,21.975
6.066471470440018,6.0
24.777018086601146,24.56
20.592251129932894,20.810001
9.19246403143791,8.8
14.482698137070996,14.045
19.315512459733394,21.2
10.762935219901278,11.225
17.27530034150017,16.66
24.496994223509056,24.03
26.172295900152623,23.314999
5.756121705609345,5.75
14.514235015716602,14.27
0.003929048318555119,0.0
15.850352141711385,16.95
14.802420648025644,14.92
18.980394644123617,18.33
13.510381405209582,11.84
15.121789551694723,16.37
19.868320675666997,21.205
20.133672035468912,20.71
16.264343858410967,16.23
14.347432139081898,14.66
19.298401010722113,19.09
25.159888708852392,24.09
18.349230070390323,18.66
9.707347027983584,10.82
28.046069090739746,27.03
7.926893871926154,7.99
27.72000136795384,28.305
33.79740256030377,33.305
17.09624856156302,15.44
13.948557811848127,13.7
4.174433406789491,4.11
21.53447233949906,19.68
18.75812861330228,19.66
20.31725629815112,21.84
12.639502569366636,14.28
11.857508001317552,10.62
15.521714127224467,14.75
14.385073237431994,15.02
14.794308651478737,14.64
10.90401259109221,12.075
10.868591702078493,11.02
5.10526386558799,5.17
27.772135963246342,27.84
13.276738720659564,14.15
7.728576567414402,7.76
16.69444240669512,15.96
15.474670308395531,14.83
6.156290990259224,5.66
14.676984770624404,14.88
18.761319676703863,18.53
19.232820880310744,19.46
0.0031574872493914394,0.0
19.272602924991507,19.224998
22.993779644000817,25.880001
14.498957810186303,13.45
6.50364382169051,6.0
19.543473940743024,20.69
-0.027196762827625,0.0
21.30456314699381,20.4
8.721148728375937,8.94
16.85090142968933,16.63
6.001802957857801,5.28
11.986454891325318,11.75
19.36334382115274,16.41
9.722736052410202,10.135
22.07836490945175,21.96
16.642671931470204,16.91
20.495203322056266,21.205
22.79541279206945,22.02
23.097582298647904,24.2
4.552196855615814,4.71
0.0035829779655725865,0.0
22.545522704807897,22.14
11.547717682356929,12.73
6.614777357230478,5.97
5.56809570716195,5.4849997
5.021263648804779,5.1099997
7.082419856484907,7.005
17.34544535982608,14.504999
12.842487203128988,11.17
13.629112024055393,13.75
4.19085556639002,4.12
4.561471417719751,4.77
6.7379525698899245,6.835
13.929122517900387,13.11
7.710857165458377,7.33
26.140899986812965,25.91
20.63132867058989,19.34
19.40426543517475,18.74
20.03004654755002,19.84
26.038830469042402,25.02
15.1731993191213,13.11
16.321031361847687,16.835
19.36688368397128,19.575
27.341176922924124,31.35
10.122142329377677,9.715
13.602807403309878,10.28
19.005932108727997,18.53
23.183360053506295,24.15
12.75050315929508,14.195
10.925418730075798,11.525
10.193922724235627,11.32
6.052773597265356,5.6499996
15.757822401088209,15.585
20.177761331166035,18.52
19.22067409044435,21.0
6.125753067443041,7.25
14.548730693579293,14.76
12.115435807108248,11.77
22.24059915062247,23.22
22.94753593800783,23.41
22.243604993577556,22.19
13.674096254774316,13.88
18.946727340831664,18.67
20.141331088289615,20.19
13.47235618017785,14.285
22.644352702865454,20.76
16.364178871474376,14.14
19.398528084493492,17.935001
17.81415743944532,18.064999
13.21127441591884,14.059999
3.502347425769041,3.3
12.142433237915224,9.68
5.916343131044613,5.7
17.072013427909212,16.06
14.037104290306848,12.91
6.3130062156924875,6.0200005
23.832703704161172,25.720001
5.689864744872398,5.69
5.199754146694639,6.24
15.908933687204895,17.58
6.3147812070151,5.875
12.570170666752807,12.2
19.023547385975593,19.07
24.812602066935092,24.29
23.488982865384532,23.36
20.301732186867678,19.92
15.729727846518886,15.56
0.003929048318554786,0.0
14.17512280665643,13.76
21.21617253140907,21.14
35.16457071338798,36.45
12.003499109882384,11.27
10.885844169809877,11.33
17.272545420277094,16.68
15.265784290562259,15.2
17.45673132677996,17.06
9.561001274679242,9.01
10.295304299072663,10.545
9.133107567371978,8.335
0.005573430752149111,0.0
15.898758833449625,17.01
0.004687114978488767,0.0
28.117710592228118,28.07
6.937721079367831,6.24
13.728450552315056,13.545
15.06834139410557,15.44
0.0035271906043147184,0.0
21.905236657764004,22.355
15.808772560503389,15.755
26.83428512071028,26.58
5.799089544226867,5.45
6.4150302856786094,6.48
14.193911197606402,12.96
5.738290329592161,6.31
17.853138233856402,18.32
4.60419638901589,4.535
20.60843730987596,22.59
0.0035829779655725865,0.0
18.90368347939691,18.44
10.03104346784552,11.675
13.55427399874105,13.52
19.117469227372784,21.33
21.439853327364897,21.21
16.450669609312385,16.88
12.192724713300672,11.575001
10.662981515767248,10.235001
20.256560816486616,19.455
19.625967273116306,20.61
5.810215632441092,5.94
12.538840034630919,12.18
22.169767793540732,22.310001
18.60141950032668,18.79
0.0031574872493914394,0.0
13.158661153617105,12.46
6.456454701204203,7.505
